Date,ppt (inches),tmin (degrees F),tmean (degrees F),tmax (degrees F),tdmean (degrees F),vpdmin (hPa),vpdmax (hPa)
1/9/2018,0,27.5,30.8,34.2,30.4,0.02,0.56
1/10/2018,0.01,28.6,33.2,37.8,31.4,0.03,0.43
1/11/2018,0.03,37.3,46.6,56,46.7,0.03,1.31
1/12/2018,0.25,14.9,37.1,59.4,36.8,0.05,1.42
1/13/2018,0,9.3,16.5,23.7,12.3,0.44,1.28
1/14/2018,0,4.2,11.8,19.3,2,0.28,1.95
1/15/2018,0.21,4.1,13.2,22.3,11.8,0.22,1.89
1/16/2018,0,-3.6,10.9,25.3,3.8,0.16,0.82
1/17/2018,0,-3.4,3,9.3,-1,0.2,0.55
1/18/2018,0,-3,7.1,17.2,6.6,0.19,0.86
1/19/2018,0,13.3,22.1,30.9,16.7,0.59,2.11
1/20/2018,0,21.1,29.7,38.4,25.5,0.63,2.61
1/21/2018,0,29,35.5,42,35.4,0.03,1.73
1/22/2018,0.39,39.5,45.3,51.1,45,0.04,1.86
1/23/2018,0.09,33,44.1,55.2,41.2,0.07,3.43
1/24/2018,0,27.7,31.8,35.8,28.1,0.06,1.33
1/25/2018,0,23.1,26.3,29.4,22.9,0.26,1.4
1/26/2018,0,25.8,36.7,47.7,32,0.41,4.05
1/27/2018,0,33.7,43.1,52.5,34.4,0.94,6.44
1/28/2018,0,29.2,40.4,51.6,31.9,0.56,7.09
1/29/2018,0,28.7,39.6,50.4,29.4,0.3,6.84
1/30/2018,0,13.2,21.5,29.7,17.8,0.27,1.9
1/31/2018,0,14.3,23.4,32.5,17.7,0.25,2.83
2/1/2018,0,31.6,38.4,45.3,28.6,0.77,4.69
2/2/2018,0,6.3,19.6,32.9,6.5,0.56,2.47
2/3/2018,0,5.5,15.3,25.1,5.4,0.45,2.52
2/4/2018,0.04,25.2,32,38.7,19.2,0.28,5.21
2/5/2018,0.04,-5.4,14.6,34.6,9.9,0.15,1.25
2/6/2018,0.11,-5.6,7,19.7,6.6,0.13,1.53
2/7/2018,0,-0.4,8.8,18.1,8.8,0.16,0.96
2/8/2018,0,3.8,12.6,21.4,9.7,0.2,1.07
2/9/2018,0,12.8,23.1,33.3,20.9,0.4,1.61
2/10/2018,0.01,23.6,33.8,43.9,26.9,0.31,3.71
2/11/2018,0.1,21.4,23.4,25.4,21,0.14,0.87
2/12/2018,0,10.1,17.7,25.2,14.6,0.17,1.03
2/13/2018,0,9.8,20.1,30.4,14.8,0.38,2.17
